chr1	Start	End	Unique ID	Gene NMID Ex	Gene	Strand	Purpose			Width
chr10	61902156	61902415	chr10_61902156_61902415_ARID5B	ARID5B_NM_032199.3_exon2_CDS	ARID5B	+	mutation_panel	.	.	259
chr10	61940180	61940410	chr10_61940180_61940410_ARID5B	ARID5B_NM_032199.3_exon3_CDS	ARID5B	+	mutation_panel	.	.	230
chr10	62000088	62000323	chr10_62000088_62000323_ARID5B	ARID5B_NM_032199.3_exon4_CDS	ARID5B	+	mutation_panel	.	.	235
chr10	62050885	62051002	chr10_62050885_62051002_ARID5B	ARID5B_NM_032199.3_exon5_CDS	ARID5B	+	mutation_panel	.	.	117
chr10	62057114	62057320	chr10_62057114_62057320_ARID5B	ARID5B_NM_032199.3_exon6_CDS	ARID5B	+	mutation_panel	.	.	206
chr10	62059240	62059297	chr10_62059240_62059297_ARID5B	ARID5B_NM_032199.3_exon7_CDS	ARID5B	+	mutation_panel	.	.	57
chr10	62069697	62069799	chr10_62069697_62069799_ARID5B	ARID5B_NM_032199.3_exon8_CDS	ARID5B	+	mutation_panel	.	.	102
chr10	62085699	62085902	chr10_62085699_62085902_ARID5B	ARID5B_NM_032199.3_exon9_CDS	ARID5B	+	mutation_panel	.	.	203
chr10	62090859	62093032	chr10_62090859_62093032_ARID5B	ARID5B_NM_032199.3_exon10_CDS	ARID5B	+	mutation_panel	.	.	2173
chr10	62813204	62814470	chr10_62813204_62814470_EGR2	EGR2_NM_000399.5_exon2_CDS	EGR2	-	mutation_panel	.	.	1266
chr10	62815858	62816031	chr10_62815858_62816031_EGR2	EGR2_NM_000399.5_exon1_CDS	EGR2	-	mutation_panel	.	.	173
chr10	87864467	87864550	chr10_87864467_87864550_PTEN	PTEN_NM_000314.8_exon1_CDS	PTEN	+	mutation_panel	.	.	83
chr10	87894022	87894111	chr10_87894022_87894111_PTEN	PTEN_NM_000314.8_exon2_CDS	PTEN	+	mutation_panel	.	.	89
chr10	87925510	87925559	chr10_87925510_87925559_PTEN	PTEN_NM_000314.8_exon3_CDS	PTEN	+	mutation_panel	.	.	49
chr10	87931043	87931091	chr10_87931043_87931091_PTEN	PTEN_NM_000314.8_exon4_CDS	PTEN	+	mutation_panel	.	.	48
chr10	87933010	87933253	chr10_87933010_87933253_PTEN	PTEN_NM_000314.8_exon5_CDS	PTEN	+	mutation_panel	.	.	243
chr10	87952115	87952261	chr10_87952115_87952261_PTEN	PTEN_NM_000314.8_exon6_CDS	PTEN	+	mutation_panel	.	.	146
chr10	87957850	87958021	chr10_87957850_87958021_PTEN	PTEN_NM_000314.8_exon7_CDS	PTEN	+	mutation_panel	.	.	171
chr10	87960891	87961120	chr10_87960891_87961120_PTEN	PTEN_NM_000314.8_exon8_CDS	PTEN	+	mutation_panel	.	.	229
chr10	87965284	87965474	chr10_87965284_87965474_PTEN	PTEN_NM_000314.8_exon9_CDS	PTEN	+	mutation_panel	.	.	190
chr10	88990874	88990908	chr10_88990874_88990908_FAS	FAS_NM_000043.6_exon1_CDS	FAS	+	mutation_panel	.	.	34
chr10	89003026	89003196	chr10_89003026_89003196_FAS	FAS_NM_000043.6_exon2_CDS	FAS	+	mutation_panel	.	.	170
chr10	89007697	89007839	chr10_89007697_89007839_FAS	FAS_NM_000043.6_exon3_CDS	FAS	+	mutation_panel	.	.	142
chr10	89008886	89008999	chr10_89008886_89008999_FAS	FAS_NM_000043.6_exon4_CDS	FAS	+	mutation_panel	.	.	113
chr10	89010536	89010602	chr10_89010536_89010602_FAS	FAS_NM_000043.6_exon5_CDS	FAS	+	mutation_panel	.	.	66
chr10	89010750	89010817	chr10_89010750_89010817_FAS	FAS_NM_000043.6_exon6_CDS	FAS	+	mutation_panel	.	.	67
chr10	89011996	89012083	chr10_89011996_89012083_FAS	FAS_NM_000043.6_exon7_CDS	FAS	+	mutation_panel	.	.	87
chr10	89013340	89013369	chr10_89013340_89013369_FAS	FAS_NM_000043.6_exon8_CDS	FAS	+	mutation_panel	.	.	29
chr10	89014116	89014452	chr10_89014116_89014452_FAS	FAS_NM_000043.6_exon9_CDS	FAS	+	mutation_panel	.	.	336
chr10	96191970	96192094	chr10_96191970_96192094_BLNK	BLNK_NM_013314.4_exon17_CDS	BLNK	-	mutation_panel	.	.	124
chr10	96196905	96197065	chr10_96196905_96197065_BLNK	BLNK_NM_013314.4_exon16_CDS	BLNK	-	mutation_panel	.	.	160
chr10	96200072	96200160	chr10_96200072_96200160_BLNK	BLNK_NM_013314.4_exon15_CDS	BLNK	-	mutation_panel	.	.	88
chr10	96200979	96201060	chr10_96200979_96201060_BLNK	BLNK_NM_013314.4_exon14_CDS	BLNK	-	mutation_panel	.	.	81
chr10	96204054	96204090	chr10_96204054_96204090_BLNK	BLNK_NM_013314.4_exon13_CDS	BLNK	-	mutation_panel	.	.	36
chr10	96204529	96204618	chr10_96204529_96204618_BLNK	BLNK_NM_013314.4_exon12_CDS	BLNK	-	mutation_panel	.	.	89
chr10	96207008	96207055	chr10_96207008_96207055_BLNK	BLNK_NM_013314.4_exon11_CDS	BLNK	-	mutation_panel	.	.	47
chr10	96207869	96207901	chr10_96207869_96207901_BLNK	BLNK_NM_013314.4_exon10_CDS	BLNK	-	mutation_panel	.	.	32
chr10	96209835	96209909	chr10_96209835_96209909_BLNK	BLNK_NM_013314.4_exon9_CDS	BLNK	-	mutation_panel	.	.	74
chr10	96215318	96215391	chr10_96215318_96215391_BLNK	BLNK_NM_013314.4_exon8_CDS	BLNK	-	mutation_panel	.	.	73
chr10	96216650	96216736	chr10_96216650_96216736_BLNK	BLNK_NM_013314.4_exon7_CDS	BLNK	-	mutation_panel	.	.	86
chr10	96223823	96223991	chr10_96223823_96223991_BLNK	BLNK_NM_013314.4_exon6_CDS	BLNK	-	mutation_panel	.	.	168
chr10	96227407	96227568	chr10_96227407_96227568_BLNK	BLNK_NM_013314.4_exon5_CDS	BLNK	-	mutation_panel	.	.	161
chr10	96230791	96230836	chr10_96230791_96230836_BLNK	BLNK_NM_013314.4_exon4_CDS	BLNK	-	mutation_panel	.	.	45
chr10	96242732	96242786	chr10_96242732_96242786_BLNK	BLNK_NM_013314.4_exon3_CDS	BLNK	-	mutation_panel	.	.	54
chr10	96246981	96247051	chr10_96246981_96247051_BLNK	BLNK_NM_013314.4_exon2_CDS	BLNK	-	mutation_panel	.	.	70
chr10	96271349	96271400	chr10_96271349_96271400_BLNK	BLNK_NM_013314.4_exon1_CDS	BLNK	-	mutation_panel	.	.	51
chr10	112200172	112200321	chr10_112200172_112200321_SHM	Hypermutation region	SHM	.	SHM_panel	.	.	149
chr10	119639624	119639773	chr10_119639624_119639773_SHM	Hypermutation region	SHM	.	SHM_panel	.	.	149
chr11	21528443	21528592	chr11_21528443_21528592_SHM	Hypermutation region	SHM	.	SHM_panel	.	.	149
chr11	35138526	35140453	chr11_35138526_35140453_CD44	CD44_SHM	CD44	+	SHM_panel	.	.	1927
chr11	59210712	59212867	chr11_59210712_59212867_MPEG1	MPEG1_NM_001039396.2_exon1_CDS	MPEG1	-	mutation_panel	.	.	2155
chr11	60462372	60462535	chr11_60462372_60462535_MS4A1	MS4A1_NM_152866.3_exon3_CDS	MS4A1	+	mutation_panel	.	.	163
chr11	60462999	60463123	chr11_60462999_60463123_MS4A1	MS4A1_NM_152866.3_exon4_CDS	MS4A1	+	mutation_panel	.	.	124
chr11	60464285	60464346	chr11_60464285_60464346_MS4A1	MS4A1_NM_152866.3_exon5_CDS	MS4A1	+	mutation_panel	.	.	61
chr11	60465918	60466159	chr11_60465918_60466159_MS4A1	MS4A1_NM_152866.3_exon6_CDS	MS4A1	+	mutation_panel	.	.	241
chr11	60466956	60467062	chr11_60466956_60467062_MS4A1	MS4A1_NM_152866.3_exon7_CDS	MS4A1	+	mutation_panel	.	.	106
chr11	60468247	60468470	chr11_60468247_60468470_MS4A1	MS4A1_NM_152866.3_exon8_CDS	MS4A1	+	mutation_panel	.	.	223
chr11	65421814	65424031	chr11_65421814_65424031_SHM	Hypermutation region	SHM	.	SHM_panel	.	.	2217
chr11	69531411	69533043	chr11_69531411_69533043_CCND1	CCND1	CCND1	+	SV_backbone	.	.	1632
chr11	69641303	69654476	chr11_69641303_69654476_CCND1	CCND1;CCND1_NM_053056.3_exon1_CDS;CCND1_NM_053056.3_exon2_CDS;CCND1_NM_053056.3_exon3_CDS;CCND1_NM_053056.3_exon4_CDS;CCND1_NM_053056.3_exon5_3UTR;CCND1_NM_053056.3_exon5_CDS	CCND1	+	SV_backbone|mutation_panel	.	.	13173
chr11	84206962	84207111	chr11_84206962_84207111_SHM	Hypermutation region	SHM	.	SHM_panel	.	.	149
chr11	85590575	85590724	chr11_85590575_85590724_SHM	Hypermutation region	SHM	.	SHM_panel	.	.	149
chr11	102317485	102319984	chr11_102317485_102319984_BIRC3	BIRC3_SHM	BIRC3	+	SHM_panel	.	.	2499
chr11	102324507	102325364	chr11_102324507_102325364_BIRC3	BIRC3_NM_001165.5_exon2_CDS	BIRC3	+	mutation_panel	.	.	857
chr11	102325463	102325567	chr11_102325463_102325567_BIRC3	BIRC3_NM_001165.5_exon3_CDS	BIRC3	+	mutation_panel	.	.	104
chr11	102328049	102328132	chr11_102328049_102328132_BIRC3	BIRC3_NM_001165.5_exon4_CDS	BIRC3	+	mutation_panel	.	.	83
chr11	102328894	102328947	chr11_102328894_102328947_BIRC3	BIRC3_NM_001165.5_exon5_CDS	BIRC3	+	mutation_panel	.	.	53
chr11	102330996	102336421	chr11_102330996_102336421_BIRC3	BIRC3;BIRC3_NM_001165.5_exon6_CDS;BIRC3_NM_001165.5_exon7_CDS	BIRC3	+	SV_backbone|mutation_panel	.	.	5425
chr11	102336757	102336803	chr11_102336757_102336803_BIRC3	BIRC3_NM_001165.5_exon8_CDS	BIRC3	+	mutation_panel	.	.	46
chr11	102336906	102337104	chr11_102336906_102337104_BIRC3	BIRC3_NM_001165.5_exon9_CDS	BIRC3	+	mutation_panel	.	.	198
chr11	108227622	108227698	chr11_108227622_108227698_ATM	ATM_NM_000051.4_exon2_CDS	ATM	+	mutation_panel	.	.	76
chr11	108227773	108227890	chr11_108227773_108227890_ATM	ATM_NM_000051.4_exon3_CDS	ATM	+	mutation_panel	.	.	117
chr11	108229175	108229325	chr11_108229175_108229325_ATM	ATM_NM_000051.4_exon4_CDS	ATM	+	mutation_panel	.	.	150
chr11	108235667	108235836	chr11_108235667_108235836_ATM	ATM_NM_000051.4_exon5_CDS	ATM	+	mutation_panel	.	.	169
chr11	108243950	108244120	chr11_108243950_108244120_ATM	ATM_NM_000051.4_exon6_CDS	ATM	+	mutation_panel	.	.	170
chr11	108244785	108245028	chr11_108244785_108245028_ATM	ATM_NM_000051.4_exon7_CDS	ATM	+	mutation_panel	.	.	243
chr11	108246961	108247129	chr11_108246961_108247129_ATM	ATM_NM_000051.4_exon8_CDS	ATM	+	mutation_panel	.	.	168
chr11	108248930	108249104	chr11_108248930_108249104_ATM	ATM_NM_000051.4_exon9_CDS	ATM	+	mutation_panel	.	.	174
chr11	108250698	108251074	chr11_108250698_108251074_ATM	ATM_NM_000051.4_exon10_CDS	ATM	+	mutation_panel	.	.	376
chr11	108251834	108252033	chr11_108251834_108252033_ATM	ATM_NM_000051.4_exon11_CDS	ATM	+	mutation_panel	.	.	199
chr11	108252814	108252914	chr11_108252814_108252914_ATM	ATM_NM_000051.4_exon12_CDS	ATM	+	mutation_panel	.	.	100
chr11	108253811	108254041	chr11_108253811_108254041_ATM	ATM_NM_000051.4_exon13_CDS	ATM	+	mutation_panel	.	.	230
chr11	108256212	108256342	chr11_108256212_108256342_ATM	ATM_NM_000051.4_exon14_CDS	ATM	+	mutation_panel	.	.	130
chr11	108257478	108257608	chr11_108257478_108257608_ATM	ATM_NM_000051.4_exon15_CDS	ATM	+	mutation_panel	.	.	130
chr11	108258983	108259077	chr11_108258983_108259077_ATM	ATM_NM_000051.4_exon16_CDS	ATM	+	mutation_panel	.	.	94
chr11	108267168	108267344	chr11_108267168_108267344_ATM	ATM_NM_000051.4_exon17_CDS	ATM	+	mutation_panel	.	.	176
chr11	108268407	108268611	chr11_108268407_108268611_ATM	ATM_NM_000051.4_exon18_CDS	ATM	+	mutation_panel	.	.	204
chr11	108271061	108271148	chr11_108271061_108271148_ATM	ATM_NM_000051.4_exon19_CDS	ATM	+	mutation_panel	.	.	87
chr11	108271248	108271408	chr11_108271248_108271408_ATM	ATM_NM_000051.4_exon20_CDS	ATM	+	mutation_panel	.	.	160
chr11	108272529	108272609	chr11_108272529_108272609_ATM	ATM_NM_000051.4_exon21_CDS	ATM	+	mutation_panel	.	.	80
chr11	108272719	108272854	chr11_108272719_108272854_ATM	ATM_NM_000051.4_exon22_CDS	ATM	+	mutation_panel	.	.	135
chr11	108279488	108279610	chr11_108279488_108279610_ATM	ATM_NM_000051.4_exon23_CDS	ATM	+	mutation_panel	.	.	122
chr11	108280992	108281170	chr11_108280992_108281170_ATM	ATM_NM_000051.4_exon24_CDS	ATM	+	mutation_panel	.	.	178
chr11	108282707	108282881	chr11_108282707_108282881_ATM	ATM_NM_000051.4_exon25_CDS	ATM	+	mutation_panel	.	.	174
chr11	108284224	108284475	chr11_108284224_108284475_ATM	ATM_NM_000051.4_exon26_CDS	ATM	+	mutation_panel	.	.	251
chr11	108287597	108287717	chr11_108287597_108287717_ATM	ATM_NM_000051.4_exon27_CDS	ATM	+	mutation_panel	.	.	120
chr11	108288974	108289105	chr11_108288974_108289105_ATM	ATM_NM_000051.4_exon28_CDS	ATM	+	mutation_panel	.	.	131
chr11	108289599	108289803	chr11_108289599_108289803_ATM	ATM_NM_000051.4_exon29_CDS	ATM	+	mutation_panel	.	.	204
chr11	108292616	108292795	chr11_108292616_108292795_ATM	ATM_NM_000051.4_exon30_CDS	ATM	+	mutation_panel	.	.	179
chr11	108293310	108293479	chr11_108293310_108293479_ATM	ATM_NM_000051.4_exon31_CDS	ATM	+	mutation_panel	.	.	169
chr11	108294924	108295061	chr11_108294924_108295061_ATM	ATM_NM_000051.4_exon32_CDS	ATM	+	mutation_panel	.	.	137
chr11	108297284	108297384	chr11_108297284_108297384_ATM	ATM_NM_000051.4_exon33_CDS	ATM	+	mutation_panel	.	.	100
chr11	108299711	108299887	chr11_108299711_108299887_ATM	ATM_NM_000051.4_exon34_CDS	ATM	+	mutation_panel	.	.	176
chr11	108301645	108301791	chr11_108301645_108301791_ATM	ATM_NM_000051.4_exon35_CDS	ATM	+	mutation_panel	.	.	146
chr11	108302850	108303031	chr11_108302850_108303031_ATM	ATM_NM_000051.4_exon36_CDS	ATM	+	mutation_panel	.	.	181
chr11	108304672	108304854	chr11_108304672_108304854_ATM	ATM_NM_000051.4_exon37_CDS	ATM	+	mutation_panel	.	.	182
chr11	108307894	108307986	chr11_108307894_108307986_ATM	ATM_NM_000051.4_exon38_CDS	ATM	+	mutation_panel	.	.	92
chr11	108310157	108310317	chr11_108310157_108310317_ATM	ATM_NM_000051.4_exon39_CDS	ATM	+	mutation_panel	.	.	160
chr11	108312408	108312500	chr11_108312408_108312500_ATM	ATM_NM_000051.4_exon40_CDS	ATM	+	mutation_panel	.	.	92
chr11	108315820	108315913	chr11_108315820_108315913_ATM	ATM_NM_000051.4_exon41_CDS	ATM	+	mutation_panel	.	.	93
chr11	108316008	108316115	chr11_108316008_108316115_ATM	ATM_NM_000051.4_exon42_CDS	ATM	+	mutation_panel	.	.	107
chr11	108317370	108317523	chr11_108317370_108317523_ATM	ATM_NM_000051.4_exon43_CDS	ATM	+	mutation_panel	.	.	153
chr11	108319951	108320060	chr11_108319951_108320060_ATM	ATM_NM_000051.4_exon44_CDS	ATM	+	mutation_panel	.	.	109
chr11	108321298	108321422	chr11_108321298_108321422_ATM	ATM_NM_000051.4_exon45_CDS	ATM	+	mutation_panel	.	.	124
chr11	108325307	108325546	chr11_108325307_108325546_ATM	ATM_NM_000051.4_exon46_CDS	ATM	+	mutation_panel	.	.	239
chr11	108326055	108326227	chr11_108326055_108326227_ATM	ATM_NM_000051.4_exon47_CDS	ATM	+	mutation_panel	.	.	172
chr11	108327642	108327760	chr11_108327642_108327760_ATM	ATM_NM_000051.4_exon48_CDS	ATM	+	mutation_panel	.	.	118
chr11	108329018	108329240	chr11_108329018_108329240_ATM	ATM_NM_000051.4_exon49_CDS	ATM	+	mutation_panel	.	.	222
chr11	108330211	108330423	chr11_108330211_108330423_ATM	ATM_NM_000051.4_exon50_CDS	ATM	+	mutation_panel	.	.	212
chr11	108331441	108331559	chr11_108331441_108331559_ATM	ATM_NM_000051.4_exon51_CDS	ATM	+	mutation_panel	.	.	118
chr11	108331876	108332039	chr11_108331876_108332039_ATM	ATM_NM_000051.4_exon52_CDS	ATM	+	mutation_panel	.	.	163
chr11	108332759	108332902	chr11_108332759_108332902_ATM	ATM_NM_000051.4_exon53_CDS	ATM	+	mutation_panel	.	.	143
chr11	108333883	108333970	chr11_108333883_108333970_ATM	ATM_NM_000051.4_exon54_CDS	ATM	+	mutation_panel	.	.	87
chr11	108334966	108335111	chr11_108334966_108335111_ATM	ATM_NM_000051.4_exon55_CDS	ATM	+	mutation_panel	.	.	145
chr11	108335842	108335963	chr11_108335842_108335963_ATM	ATM_NM_000051.4_exon56_CDS	ATM	+	mutation_panel	.	.	121
chr11	108343219	108343373	chr11_108343219_108343373_ATM	ATM_NM_000051.4_exon57_CDS	ATM	+	mutation_panel	.	.	154
chr11	108345740	108345910	chr11_108345740_108345910_ATM	ATM_NM_000051.4_exon58_CDS	ATM	+	mutation_panel	.	.	170
chr11	108347276	108347367	chr11_108347276_108347367_ATM	ATM_NM_000051.4_exon59_CDS	ATM	+	mutation_panel	.	.	91
chr11	108353763	108353882	chr11_108353763_108353882_ATM	ATM_NM_000051.4_exon60_CDS	ATM	+	mutation_panel	.	.	119
chr11	108354808	108354876	chr11_108354808_108354876_ATM	ATM_NM_000051.4_exon61_CDS	ATM	+	mutation_panel	.	.	68
chr11	108365079	108365220	chr11_108365079_108365220_ATM	ATM_NM_000051.4_exon62_CDS	ATM	+	mutation_panel	.	.	141
chr11	108365322	108365510	chr11_108365322_108365510_ATM	ATM_NM_000051.4_exon63_CDS	ATM	+	mutation_panel	.	.	188
chr11	111354258	111354577	chr11_111354258_111354577_POU2AF1	POU2AF1_NM_006235.3_exon5_CDS	POU2AF1	-	mutation_panel	.	.	319
chr11	111357442	111357712	chr11_111357442_111357712_POU2AF1	POU2AF1_NM_006235.3_exon4_CDS	POU2AF1	-	mutation_panel	.	.	270
chr11	111357792	111357839	chr11_111357792_111357839_POU2AF1	POU2AF1_NM_006235.3_exon3_CDS	POU2AF1	-	mutation_panel	.	.	47
chr11	111358785	111358920	chr11_111358785_111358920_POU2AF1	POU2AF1_NM_006235.3_exon2_CDS	POU2AF1	-	mutation_panel	.	.	135
chr11	111378852	111379186	chr11_111378852_111379186_POU2AF1	POU2AF1_NM_006235.3_exon1_CDS;POU2AF1_SHM	POU2AF1	-	SHM_panel|mutation_panel	.	.	334
chr11	128462358	128462578	chr11_128462358_128462578_ETS1	ETS1_NM_001143820.2_exon10_CDS	ETS1	-	mutation_panel	.	.	220
chr11	128463506	128463629	chr11_128463506_128463629_ETS1	ETS1_NM_001143820.2_exon9_CDS	ETS1	-	mutation_panel	.	.	123
chr11	128480188	128480453	chr11_128480188_128480453_ETS1	ETS1_NM_001143820.2_exon8_CDS	ETS1	-	mutation_panel	.	.	265
chr11	128484820	128485073	chr11_128484820_128485073_ETS1	ETS1_NM_001143820.2_exon7_CDS	ETS1	-	mutation_panel	.	.	253
chr11	128486066	128486148	chr11_128486066_128486148_ETS1	ETS1_NM_001143820.2_exon6_CDS	ETS1	-	mutation_panel	.	.	82
chr11	128489287	128489492	chr11_128489287_128489492_ETS1	ETS1_NM_001143820.2_exon5_CDS	ETS1	-	mutation_panel	.	.	205
chr11	128490454	128490578	chr11_128490454_128490578_ETS1	ETS1_NM_001143820.2_exon4_CDS	ETS1	-	mutation_panel	.	.	124
chr11	128519063	128522027	chr11_128519063_128522027_ETS1	ETS1_SHM	ETS1	-	SHM_panel	.	.	2964
chr11	128556288	128556437	chr11_128556288_128556437_ETS1	ETS1_NM_001143820.2_exon3_CDS	ETS1	-	mutation_panel	.	.	149
chr11	128573059	128573132	chr11_128573059_128573132_ETS1	ETS1_NM_001143820.2_exon2_CDS	ETS1	-	mutation_panel	.	.	73
chr12	6951510	6951522	chr12_6951510_6951522_PTPN6	PTPN6_NM_002831.6_exon1_CDS	PTPN6	+	mutation_panel	.	.	12
chr12	6951606	6951733	chr12_6951606_6951733_PTPN6	PTPN6_NM_002831.6_exon2_CDS	PTPN6	+	mutation_panel	.	.	127
chr12	6951980	6952179	chr12_6951980_6952179_PTPN6	PTPN6_NM_002831.6_exon3_CDS	PTPN6	+	mutation_panel	.	.	199
chr12	6954802	6954996	chr12_6954802_6954996_PTPN6	PTPN6_NM_002831.6_exon4_CDS	PTPN6	+	mutation_panel	.	.	194
chr12	6955148	6955269	chr12_6955148_6955269_PTPN6	PTPN6_NM_002831.6_exon5_CDS	PTPN6	+	mutation_panel	.	.	121
chr12	6955369	6955487	chr12_6955369_6955487_PTPN6	PTPN6_NM_002831.6_exon6_CDS	PTPN6	+	mutation_panel	.	.	118
chr12	6955657	6955758	chr12_6955657_6955758_PTPN6	PTPN6_NM_002831.6_exon7_CDS	PTPN6	+	mutation_panel	.	.	101
chr12	6956139	6956223	chr12_6956139_6956223_PTPN6	PTPN6_NM_002831.6_exon8_CDS	PTPN6	+	mutation_panel	.	.	84
chr12	6956416	6956570	chr12_6956416_6956570_PTPN6	PTPN6_NM_002831.6_exon9_CDS	PTPN6	+	mutation_panel	.	.	154
chr12	6957651	6957787	chr12_6957651_6957787_PTPN6	PTPN6_NM_002831.6_exon10_CDS	PTPN6	+	mutation_panel	.	.	136
chr12	6957916	6958075	chr12_6957916_6958075_PTPN6	PTPN6_NM_002831.6_exon11_CDS	PTPN6	+	mutation_panel	.	.	159
chr12	6959924	6959996	chr12_6959924_6959996_PTPN6	PTPN6_NM_002831.6_exon12_CDS	PTPN6	+	mutation_panel	.	.	72
chr12	6960085	6960241	chr12_6960085_6960241_PTPN6	PTPN6_NM_002831.6_exon13_CDS	PTPN6	+	mutation_panel	.	.	156
chr12	6960341	6960437	chr12_6960341_6960437_PTPN6	PTPN6_NM_002831.6_exon14_CDS	PTPN6	+	mutation_panel	.	.	96
chr12	6960803	6960922	chr12_6960803_6960922_PTPN6	PTPN6_NM_002831.6_exon15_CDS	PTPN6	+	mutation_panel	.	.	119
chr12	8609527	8612285	chr12_8609527_8612285_AICDA	AICDA_SHM	AICDA	-	SHM_panel	.	.	2758
chr12	11650125	11650162	chr12_11650125_11650162_ETV6	ETV6_NM_001987.5_exon1_CDS	ETV6	+	mutation_panel	.	.	37
chr12	11752447	11752581	chr12_11752447_11752581_ETV6	ETV6_NM_001987.5_exon2_CDS	ETV6	+	mutation_panel	.	.	134
chr12	11839137	11839306	chr12_11839137_11839306_ETV6	ETV6_NM_001987.5_exon3_CDS	ETV6	+	mutation_panel	.	.	169
chr12	11853424	11853563	chr12_11853424_11853563_ETV6	ETV6_NM_001987.5_exon4_CDS	ETV6	+	mutation_panel	.	.	139
chr12	11869421	11869971	chr12_11869421_11869971_ETV6	ETV6_NM_001987.5_exon5_CDS	ETV6	+	mutation_panel	.	.	550
chr12	11884442	11884589	chr12_11884442_11884589_ETV6	ETV6_NM_001987.5_exon6_CDS	ETV6	+	mutation_panel	.	.	147
chr12	11885923	11886028	chr12_11885923_11886028_ETV6	ETV6_NM_001987.5_exon7_CDS	ETV6	+	mutation_panel	.	.	105
chr12	11890938	11891048	chr12_11890938_11891048_ETV6	ETV6_NM_001987.5_exon8_CDS	ETV6	+	mutation_panel	.	.	110
chr12	12717837	12718316	chr12_12717837_12718316_CDKN1B	CDKN1B_NM_004064.5_exon1_CDS	CDKN1B	+	mutation_panel	.	.	479
chr12	12718822	12718948	chr12_12718822_12718948_CDKN1B	CDKN1B_NM_004064.5_exon2_CDS	CDKN1B	+	mutation_panel	.	.	126
chr12	14770526	14771062	chr12_14770526_14771062_H4C16	H4C16_SHM	H4C16	.	SHM_panel	.	.	536
chr12	18282079	18282761	chr12_18282079_18282761_PIK3C2G	PIK3C2G_NM_001288772.2_exon2_CDS	PIK3C2G	+	mutation_panel	.	.	682
chr12	18286844	18286931	chr12_18286844_18286931_PIK3C2G	PIK3C2G_NM_001288772.2_exon3_CDS	PIK3C2G	+	mutation_panel	.	.	87
chr12	18290852	18291014	chr12_18290852_18291014_PIK3C2G	PIK3C2G_NM_001288772.2_exon4_CDS	PIK3C2G	+	mutation_panel	.	.	162
chr12	18293898	18294017	chr12_18293898_18294017_PIK3C2G	PIK3C2G_NM_001288772.2_exon5_CDS	PIK3C2G	+	mutation_panel	.	.	119
chr12	18313959	18314066	chr12_18313959_18314066_PIK3C2G	PIK3C2G_NM_001288772.2_exon6_CDS	PIK3C2G	+	mutation_panel	.	.	107
chr12	18320959	18321034	chr12_18320959_18321034_PIK3C2G	PIK3C2G_NM_001288772.2_exon7_CDS	PIK3C2G	+	mutation_panel	.	.	75
chr12	18325032	18325100	chr12_18325032_18325100_PIK3C2G	PIK3C2G_NM_001288772.2_exon8_CDS	PIK3C2G	+	mutation_panel	.	.	68
chr12	18338423	18338550	chr12_18338423_18338550_PIK3C2G	PIK3C2G_NM_001288772.2_exon9_CDS	PIK3C2G	+	mutation_panel	.	.	127
chr12	18343324	18343362	chr12_18343324_18343362_PIK3C2G	PIK3C2G_NM_001288772.2_exon10_CDS	PIK3C2G	+	mutation_panel	.	.	38
chr12	18346638	18346838	chr12_18346638_18346838_PIK3C2G	PIK3C2G_NM_001288772.2_exon11_CDS	PIK3C2G	+	mutation_panel	.	.	200
chr12	18362761	18362888	chr12_18362761_18362888_PIK3C2G	PIK3C2G_NM_001288772.2_exon12_CDS	PIK3C2G	+	mutation_panel	.	.	127
chr12	18371177	18371313	chr12_18371177_18371313_PIK3C2G	PIK3C2G_NM_001288772.2_exon13_CDS	PIK3C2G	+	mutation_panel	.	.	136
chr12	18381763	18381882	chr12_18381763_18381882_PIK3C2G	PIK3C2G_NM_001288772.2_exon14_CDS	PIK3C2G	+	mutation_panel	.	.	119
chr12	18391119	18391254	chr12_18391119_18391254_PIK3C2G	PIK3C2G_NM_001288772.2_exon15_CDS	PIK3C2G	+	mutation_panel	.	.	135
chr12	18399656	18399849	chr12_18399656_18399849_PIK3C2G	PIK3C2G_NM_001288772.2_exon16_CDS	PIK3C2G	+	mutation_panel	.	.	193
chr12	18420938	18421036	chr12_18420938_18421036_PIK3C2G	PIK3C2G_NM_001288772.2_exon17_CDS	PIK3C2G	+	mutation_panel	.	.	98
chr12	18423942	18424041	chr12_18423942_18424041_PIK3C2G	PIK3C2G_NM_001288772.2_exon18_CDS	PIK3C2G	+	mutation_panel	.	.	99
chr12	18488446	18488631	chr12_18488446_18488631_PIK3C2G	PIK3C2G_NM_001288772.2_exon19_CDS	PIK3C2G	+	mutation_panel	.	.	185
chr12	18491448	18491560	chr12_18491448_18491560_PIK3C2G	PIK3C2G_NM_001288772.2_exon20_CDS	PIK3C2G	+	mutation_panel	.	.	112
chr12	18496059	18496156	chr12_18496059_18496156_PIK3C2G	PIK3C2G_NM_001288772.2_exon21_CDS	PIK3C2G	+	mutation_panel	.	.	97
chr12	18497616	18497750	chr12_18497616_18497750_PIK3C2G	PIK3C2G_NM_001288772.2_exon22_CDS	PIK3C2G	+	mutation_panel	.	.	134
chr12	18503278	18503419	chr12_18503278_18503419_PIK3C2G	PIK3C2G_NM_001288772.2_exon23_CDS	PIK3C2G	+	mutation_panel	.	.	141
